DRUG_ID,DRUG_NAME,ADR_ID,ADR_TERM,PubChem_ID
BADD_D01057,Halothane,BADD_A03807,Respiratory arrest,3562
BADD_D01385,Meperidine hydrochloride,BADD_A03807,Respiratory arrest,5750
BADD_D01388,Mepivacaine hydrochloride,BADD_A03807,Respiratory arrest,66070
BADD_D01400,Metaxalone,BADD_A03807,Respiratory arrest,15459
BADD_D01844,Procaine,BADD_A03807,Respiratory arrest,4914
BADD_D02179,Tetracycline,BADD_A03807,Respiratory arrest,54675776
BADD_D01112,Hydroxyzine hydrochloride,BADD_A03808,Respiratory depression,71612
BADD_D01229,Ketamine hydrochloride,BADD_A03808,Respiratory depression,15851
BADD_D01340,Magnesium chloride,BADD_A03808,Respiratory depression,643991
BADD_D01343,Magnesium sulfate,BADD_A03808,Respiratory depression,24083
BADD_D01344,Magnesium sulfate heptahydrate,BADD_A03808,Respiratory depression,24843
BADD_D01649,Oxymorphone hydrochloride,BADD_A03808,Respiratory depression,5359390
BADD_D01751,Phenelzine sulfate,BADD_A03808,Respiratory depression,61100
BADD_D01837,Prilocaine hydrochloride,BADD_A03808,Respiratory depression,92163
BADD_D02080,Succinylcholine chloride,BADD_A03808,Respiratory depression,22475
BADD_D02397,Zopiclone,BADD_A03808,Respiratory depression,5735
BADD_D02612,Anileridine,BADD_A03808,Respiratory depression,8944
BADD_D00530,Corticorelin ovine triflutate,BADD_A03809,Respiratory depth increased,16132344
BADD_D01177,Iodipamide meglumine,BADD_A03810,Respiratory disorder,636408
BADD_D01561,Nicardipine hydrochloride,BADD_A03810,Respiratory disorder,41114
BADD_D01845,Procaine hydrochloride,BADD_A03810,Respiratory disorder,5795
BADD_D02177,Tetracaine hydrochloride,BADD_A03810,Respiratory disorder,8695
BADD_D00237,Benzocaine,BADD_A03812,Respiratory distress,2337
BADD_D00259,Betaine,BADD_A03812,Respiratory distress,247
BADD_D00443,Chlorothiazide sodium,BADD_A03812,Respiratory distress,23675744
BADD_D00523,Colistimethate,BADD_A03812,Respiratory distress,70789202
BADD_D00645,Diatrizoate meglumine,BADD_A03812,Respiratory distress,8566
BADD_D01999,Secretin,BADD_A03812,Respiratory distress,16129665
BADD_D00309,Bupivacaine hydrochloride,BADD_A03815,Respiratory paralysis,64737
BADD_D00747,Edrophonium,BADD_A03815,Respiratory paralysis,3202
BADD_D01808,Potassium cation,BADD_A03815,Respiratory paralysis,813
BADD_D00025,Acetazolamide,BADD_A03817,Respiratory disorders NEC,1986
BADD_D00030,Acetylcholine,BADD_A03817,Respiratory disorders NEC,187
BADD_D00031,Acetylcholine chloride,BADD_A03817,Respiratory disorders NEC,6060
BADD_D00048,Aflibercept,BADD_A03817,Respiratory disorders NEC,Not Available
BADD_D00063,Alectinib hydrochloride,BADD_A03817,Respiratory disorders NEC,53239799
BADD_D00104,Amikacin sulfate,BADD_A03817,Respiratory disorders NEC,38351
BADD_D00144,Antagon,BADD_A03817,Respiratory disorders NEC,16130965
BADD_D00150,Antivenin (micrurus fulvius),BADD_A03817,Respiratory disorders NEC,Not Available
BADD_D00179,Atezolizumab,BADD_A03817,Respiratory disorders NEC,Not Available
BADD_D00202,Azilsartan medoxomil,BADD_A03817,Respiratory disorders NEC,135409642
BADD_D00241,Benzoyl peroxide,BADD_A03817,Respiratory disorders NEC,7187
BADD_D00246,Benzydamine,BADD_A03817,Respiratory disorders NEC,12555
BADD_D00250,Benzylpenicilloyl g,BADD_A03817,Respiratory disorders NEC,119212
BADD_D00251,Benzylpenicilloyl polylysine,BADD_A03817,Respiratory disorders NEC,45266800
BADD_D00272,Bicisate dihydrochloride,BADD_A03817,Respiratory disorders NEC,71586979
BADD_D00320,Butabarbital sodium,BADD_A03817,Respiratory disorders NEC,23690439
BADD_D00326,Butylscopolamine bromide,BADD_A03817,Respiratory disorders NEC,656587
BADD_D00352,Capromab pendetide,BADD_A03817,Respiratory disorders NEC,135509147
BADD_D00363,Carbonic acid,BADD_A03817,Respiratory disorders NEC,767
BADD_D00393,Cefoxitin,BADD_A03817,Respiratory disorders NEC,441199
BADD_D00394,Cefoxitin sodium,BADD_A03817,Respiratory disorders NEC,23667300
BADD_D00401,Ceftibuten dihydrate,BADD_A03817,Respiratory disorders NEC,5282241
BADD_D00404,Ceftobiprole,BADD_A03817,Respiratory disorders NEC,135413542
BADD_D00477,Citric acid,BADD_A03817,Respiratory disorders NEC,311
BADD_D00482,Clevidipine,BADD_A03817,Respiratory disorders NEC,153994
BADD_D00490,Clobetasol propionate,BADD_A03817,Respiratory disorders NEC,32798
BADD_D00539,Cromolyn sodium,BADD_A03817,Respiratory disorders NEC,27503
BADD_D00588,Dasabuvir,BADD_A03817,Respiratory disorders NEC,56640146
BADD_D00632,Dexpanthenol,BADD_A03817,Respiratory disorders NEC,131204
BADD_D00650,Dibasic potassium phosphate,BADD_A03817,Respiratory disorders NEC,24450
BADD_D00660,Dicyclomine hydrochloride,BADD_A03817,Respiratory disorders NEC,441344
BADD_D00675,Diltiazem hydrochloride,BADD_A03817,Respiratory disorders NEC,62920
BADD_D00708,Dopamine,BADD_A03817,Respiratory disorders NEC,681
BADD_D00709,Dopamine hydrochloride,BADD_A03817,Respiratory disorders NEC,65340
BADD_D00737,Dyphylline,BADD_A03817,Respiratory disorders NEC,3182
BADD_D00796,Ergotamine,BADD_A03817,Respiratory disorders NEC,8223
BADD_D00801,Erlotinib hydrochloride,BADD_A03817,Respiratory disorders NEC,176871
BADD_D00884,Ferric pyrophosphate,BADD_A03817,Respiratory disorders NEC,24877
BADD_D00896,Fidaxomicin,BADD_A03817,Respiratory disorders NEC,151383
BADD_D01032,Glycerol phenylbutyrate,BADD_A03817,Respiratory disorders NEC,10482134
BADD_D01037,Gonadotrophin chorionic,BADD_A03817,Respiratory disorders NEC,Not Available
BADD_D01041,Granisetron hydrochloride,BADD_A03817,Respiratory disorders NEC,6918003
BADD_D01043,Guaifenesin,BADD_A03817,Respiratory disorders NEC,3516
BADD_D01082,Hydralazine hydrochloride,BADD_A03817,Respiratory disorders NEC,9351
BADD_D01176,Iodipamide,BADD_A03817,Respiratory disorders NEC,3739
BADD_D01226,Kanamycin,BADD_A03817,Respiratory disorders NEC,6032
BADD_D01227,Kanamycin sulfate,BADD_A03817,Respiratory disorders NEC,441374
BADD_D01276,Levoleucovorin,BADD_A03817,Respiratory disorders NEC,135398559
BADD_D01283,Levorphanol tartrate,BADD_A03817,Respiratory disorders NEC,5462348
BADD_D01327,Loxapine succinate,BADD_A03817,Respiratory disorders NEC,71399
BADD_D01337,Mafenide,BADD_A03817,Respiratory disorders NEC,3998
BADD_D01338,Mafenide acetate,BADD_A03817,Respiratory disorders NEC,25590
BADD_D01342,Magnesium hydroxide,BADD_A03817,Respiratory disorders NEC,14791
BADD_D01353,Mebendazole,BADD_A03817,Respiratory disorders NEC,4030
BADD_D01358,Mecasermin,BADD_A03817,Respiratory disorders NEC,Not Available
BADD_D01361,Meclizine,BADD_A03817,Respiratory disorders NEC,4034
BADD_D01487,Molindone,BADD_A03817,Respiratory disorders NEC,23897
BADD_D01540,Natrecor,BADD_A03817,Respiratory disorders NEC,91976508
BADD_D01559,Niacin,BADD_A03817,Respiratory disorders NEC,938
BADD_D01575,Nitrite,BADD_A03817,Respiratory disorders NEC,946
BADD_D01577,Nitrofurantoin (macrocrystals),BADD_A03817,Respiratory disorders NEC,6604200
BADD_D01588,Nortriptyline,BADD_A03817,Respiratory disorders NEC,4543
BADD_D01666,Panitumumab,BADD_A03817,Respiratory disorders NEC,Not Available
BADD_D01671,Papaverine hydrochloride,BADD_A03817,Respiratory disorders NEC,6084
BADD_D01727,Pentobarbital sodium,BADD_A03817,Respiratory disorders NEC,23676152
BADD_D01753,Phenobarbital sodium,BADD_A03817,Respiratory disorders NEC,23674889
BADD_D01766,Phenytoin sodium,BADD_A03817,Respiratory disorders NEC,657302
BADD_D01770,Phytonadione,BADD_A03817,Respiratory disorders NEC,5284607
BADD_D01794,Polymyxin b,BADD_A03817,Respiratory disorders NEC,49800004
BADD_D01795,Polymyxin b sulfate,BADD_A03817,Respiratory disorders NEC,3083708
BADD_D01809,Potassium chloride,BADD_A03817,Respiratory disorders NEC,4873
BADD_D01812,Potassium phosphate monobasic,BADD_A03817,Respiratory disorders NEC,516951
BADD_D01815,Pralidoxime,BADD_A03817,Respiratory disorders NEC,4884
BADD_D01816,Pralidoxime chloride,BADD_A03817,Respiratory disorders NEC,54072659
BADD_D01827,Prazosin,BADD_A03817,Respiratory disorders NEC,4893
BADD_D01828,Prazosin hydrochloride,BADD_A03817,Respiratory disorders NEC,68546
BADD_D01840,Primidone,BADD_A03817,Respiratory disorders NEC,4909
BADD_D01857,Propafenone hydrochloride,BADD_A03817,Respiratory disorders NEC,36708
BADD_D01907,Raltitrexed,BADD_A03817,Respiratory disorders NEC,135400182
BADD_D01918,Raxibacumab,BADD_A03817,Respiratory disorders NEC,Not Available
BADD_D01926,Reserpine,BADD_A03817,Respiratory disorders NEC,5770
BADD_D01932,Rho (d) immune globulin (human),BADD_A03817,Respiratory disorders NEC,Not Available
BADD_D01998,Secobarbital sodium,BADD_A03817,Respiratory disorders NEC,14148199
BADD_D02027,Sincalide,BADD_A03817,Respiratory disorders NEC,9833444
BADD_D02045,Sodium nitrite,BADD_A03817,Respiratory disorders NEC,23668193
BADD_D02052,Sodium;oxido(oxo)azanium,BADD_A03817,Respiratory disorders NEC,4517618
BADD_D02136,Tedizolid phosphate,BADD_A03817,Respiratory disorders NEC,11476460
BADD_D02193,Thallous chloride,BADD_A03817,Respiratory disorders NEC,24642
BADD_D02204,Thiothixene,BADD_A03817,Respiratory disorders NEC,5454
BADD_D02226,Tipranavir,BADD_A03817,Respiratory disorders NEC,54682461
BADD_D02262,Tranylcypromine,BADD_A03817,Respiratory disorders NEC,5530
BADD_D02401,Coenzyme M,BADD_A03817,Respiratory disorders NEC,598
BADD_D02418,Doxylamine,BADD_A03817,Respiratory disorders NEC,3162
BADD_D02446,Prasterone,BADD_A03817,Respiratory disorders NEC,5881
BADD_D02463,Pitavastatin,BADD_A03817,Respiratory disorders NEC,5282452
BADD_D02466,Levomilnacipran,BADD_A03817,Respiratory disorders NEC,6917779
BADD_D02472,Sonidegib,BADD_A03817,Respiratory disorders NEC,24775005
BADD_D02488,Esketamine,BADD_A03817,Respiratory disorders NEC,182137
BADD_D02491,Valbenazine,BADD_A03817,Respiratory disorders NEC,24795069
BADD_D02494,Delafloxacin,BADD_A03817,Respiratory disorders NEC,487101
BADD_D02495,Duvelisib,BADD_A03817,Respiratory disorders NEC,50905713
BADD_D02499,Fostamatinib,BADD_A03817,Respiratory disorders NEC,11671467
BADD_D02532,Belumosudil,BADD_A03817,Respiratory disorders NEC,11950170
BADD_D02535,Binimetinib,BADD_A03817,Respiratory disorders NEC,10288191
BADD_D02538,Calcifediol,BADD_A03817,Respiratory disorders NEC,5283731
BADD_D02549,Deucravacitinib,BADD_A03817,Respiratory disorders NEC,134821691
BADD_D02557,Finerenone,BADD_A03817,Respiratory disorders NEC,60150535
BADD_D02561,Isavuconazole,BADD_A03817,Respiratory disorders NEC,6918485
BADD_D02563,Lemborexant,BADD_A03817,Respiratory disorders NEC,56944144
BADD_D02564,Lofexidine,BADD_A03817,Respiratory disorders NEC,30668
BADD_D02570,Maralixibat,BADD_A03817,Respiratory disorders NEC,9831643
BADD_D02579,Oxymetazoline,BADD_A03817,Respiratory disorders NEC,4636
BADD_D02605,Vericiguat,BADD_A03817,Respiratory disorders NEC,54674461
BADD_D02608,Voclosporin,BADD_A03817,Respiratory disorders NEC,6918486
BADD_D02611,Aluminum hydroxide,BADD_A03817,Respiratory disorders NEC,10176082
BADD_D02624,Iodine,BADD_A03817,Respiratory disorders NEC,807
BADD_D02630,Oxyphenbutazone,BADD_A03817,Respiratory disorders NEC,4641
BADD_D02633,Propylene glycol,BADD_A03817,Respiratory disorders NEC,1030
BADD_D02634,Rolitetracycline,BADD_A03817,Respiratory disorders NEC,54682938
BADD_D02641,Xylometazoline,BADD_A03817,Respiratory disorders NEC,5709
BADD_D00040,Acyclovir sodium,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",23665721
BADD_D00075,Alitretinoin,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",449171
BADD_D00081,Alomide,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",44563
BADD_D00109,Aminohippuric acid,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",2148
BADD_D00119,Amitriptyline hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",11065
BADD_D00120,Amlexanox,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",2161
BADD_D00128,Amoxapine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",2170
BADD_D00134,Ampicillin sodium,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",23663979
BADD_D00136,Amprenavir,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",65016
BADD_D00162,Arginine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",6322
BADD_D00177,Atazanavir sulfate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",158550
BADD_D00244,Benztropine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",1201549
BADD_D00273,Biguanide,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5939
BADD_D00327,C1 esterase inhibitor (recombinant),BADD_A03824,"Respiratory, thoracic and mediastinal disorders",Not Available
BADD_D00360,Carbimazole,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",31072
BADD_D00409,Cefuroxime sodium,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",23670318
BADD_D00427,Cherry menthol,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",Not Available
BADD_D00428,Chloral hydrate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",2707
BADD_D00431,Chloramphenicol sodium succinate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",656833
BADD_D00432,Chlordiazepoxide,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",2712
BADD_D00441,Chloroquine phosphate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",64927
BADD_D00449,Chlorzoxazone,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",2733
BADD_D00470,Cinoxacin,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",2762
BADD_D00486,Clindamycin palmitate hydrochloride (pediatric),BADD_A03824,"Respiratory, thoracic and mediastinal disorders",16052038
BADD_D00508,Clostridium tetani toxoid immune globulin (human),BADD_A03824,"Respiratory, thoracic and mediastinal disorders",Not Available
BADD_D00529,Copper,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",23978
BADD_D00532,Cortisone,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",222786
BADD_D00565,Dabigatran etexilate mesylate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",213023
BADD_D00587,Darunavir ethanolate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",23725083
BADD_D00622,Desvenlafaxine succinate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",9800068
BADD_D00688,Diphenoxylate hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",6432394
BADD_D00714,Dothiepin hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",6420022
BADD_D00726,Doxycycline calcium,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",54694363
BADD_D00728,Doxycycline monohydrate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",54684461
BADD_D00743,Edetate calcium disodium,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",6093170
BADD_D00745,Edetic acid,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",6049
BADD_D00827,Estramustine phosphate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",259329
BADD_D00862,Exenatide,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",45588096
BADD_D00909,Flucaonazole,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",Not Available
BADD_D00934,Fluoxymesterone,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",6446
BADD_D00961,Fosamprenavir calcium,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",131535
BADD_D00980,Fusidic acid,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",3000226
BADD_D01002,Gamma-aminobutyric acid,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",119
BADD_D01028,Glucarpidase,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",21195079
BADD_D01042,Griseofulvin,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",441140
BADD_D01048,Guanidine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",3520
BADD_D01049,Guanidine hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5742
BADD_D01074,Histrelin acetate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",25084151
BADD_D01077,Honey lemon menthol,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",Not Available
BADD_D01078,Hyaluronidase,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",91820602
BADD_D01079,Hyaluronidase (human recombinant),BADD_A03824,"Respiratory, thoracic and mediastinal disorders",Not Available
BADD_D01080,Hyaluronidase (ovine),BADD_A03824,"Respiratory, thoracic and mediastinal disorders",Not Available
BADD_D01115,Hyoscyamine sulfate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",11479437
BADD_D01125,Icosapent,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",446284
BADD_D01179,Ioflupane i-123,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",3086674
BADD_D01219,Ivabradine hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",3045381
BADD_D01234,Ketotifen,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",3827
BADD_D01235,Kinetin,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",3830
BADD_D01306,Lixisenatide,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",90472060
BADD_D01307,Lodoxamide,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",44564
BADD_D01308,Lodoxamide tromethamine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",11192129
BADD_D01314,Loperamide cation,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",3954
BADD_D01315,Loperamide hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",71420
BADD_D01321,Lormetazepam,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",13314
BADD_D01331,Lurasidone hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",11237860
BADD_D01333,Lymecycline,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",54707177
BADD_D01354,Mebeverine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",4031
BADD_D01426,Methyldopate hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",17276
BADD_D01451,Metyrosine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",441350
BADD_D01456,Micafungin sodium,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",23666118
BADD_D01469,Miltefosine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",3599
BADD_D01474,Mipomersen sodium,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",44564107
BADD_D01647,Oxymetholone,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5281034
BADD_D01650,Oxytetracycline,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",54675779
BADD_D01651,Oxytetracycline hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",54680782
BADD_D01708,Penciclovir,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",135398748
BADD_D01713,Penicillin g procaine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",22502
BADD_D01716,Penicillin v potassium,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",23676814
BADD_D01754,Phenoxybenzamine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",4768
BADD_D01755,Phenoxybenzamine hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5284441
BADD_D01759,Phentolamine mesylate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",91430
BADD_D01775,Pinaverium bromide,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",40703
BADD_D01779,Piperacillin,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",43672
BADD_D01833,Prednisolone sodium phosphate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",441409
BADD_D01900,Rabies virus immune globulin (human),BADD_A03824,"Respiratory, thoracic and mediastinal disorders",Not Available
BADD_D01972,Rosuvastatin calcium,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5282455
BADD_D02039,Sodium fluoride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5235
BADD_D02071,Streptomycin,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",19649
BADD_D02072,Streptomycin sulfate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",19648
BADD_D02161,Terbinafine hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5282481
BADD_D02180,Tetracycline anion,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",27885548
BADD_D02181,Tetracycline hydrochloride,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",54704426
BADD_D02196,Thiabendazole,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5430
BADD_D02294,Trimipramine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5584
BADD_D02311,Tuberculin purified protein derivative,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",Not Available
BADD_D02372,Vortioxetine hydrobromide,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",56843850
BADD_D02450,Crisaborole,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",44591583
BADD_D02475,Methylene blue,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",6099
BADD_D02484,Istradefylline,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5311037
BADD_D02533,Bempedoic acid,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",10472693
BADD_D02550,Diroximel fumarate,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",73330464
BADD_D02576,Opicapone,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",135565903
BADD_D02581,Pacritinib,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",46216796
BADD_D02600,Tivozanib,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",9911830
BADD_D02623,Hydrogen peroxide,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",784
BADD_D02636,Sulfisoxazole,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",5344
BADD_D02638,Thioproperazine,BADD_A03824,"Respiratory, thoracic and mediastinal disorders",9429
BADD_D01464,Miglitol,BADD_A04681,Pneumoperitoneum,441314
BADD_D02462,Methylnaltrexone,BADD_A04681,Pneumoperitoneum,5361918
