DRUG_ID,DRUG_NAME,ADR_ID,ADR_TERM,PubChem_ID
BADD_D00014,Abiraterone,BADD_A00084,Acute pulmonary oedema,132971
BADD_D00115,Amiodarone,BADD_A00084,Acute pulmonary oedema,2157
BADD_D00121,Amlodipine,BADD_A00084,Acute pulmonary oedema,2162
BADD_D00130,Amphetamine,BADD_A00084,Acute pulmonary oedema,3007
BADD_D00194,Azacitidine,BADD_A00084,Acute pulmonary oedema,9444
BADD_D00277,Bisoprolol,BADD_A00084,Acute pulmonary oedema,2405
BADD_D00284,Bortezomib,BADD_A00084,Acute pulmonary oedema,387447
BADD_D00285,Bosentan,BADD_A00084,Acute pulmonary oedema,104865
BADD_D00286,Bosutinib,BADD_A00084,Acute pulmonary oedema,5328940
BADD_D00287,Bosutinib monohydrate,BADD_A00084,Acute pulmonary oedema,11990828
BADD_D00347,Candesartan cilexetil,BADD_A00084,Acute pulmonary oedema,2540
BADD_D00356,Carbamazepine,BADD_A00084,Acute pulmonary oedema,2554
BADD_D00364,Carboplatin,BADD_A00084,Acute pulmonary oedema,426756
BADD_D00367,Carfilzomib,BADD_A00084,Acute pulmonary oedema,11556711
BADD_D00474,Cisplatin,BADD_A00084,Acute pulmonary oedema,5702198
BADD_D00504,Clopidogrel,BADD_A00084,Acute pulmonary oedema,60606
BADD_D00551,Cyclosporine,BADD_A00084,Acute pulmonary oedema,5280754
BADD_D00563,Dabigatran,BADD_A00084,Acute pulmonary oedema,216210
BADD_D00589,Dasatinib,BADD_A00084,Acute pulmonary oedema,3062316
BADD_D00623,Dexamethasone,BADD_A00084,Acute pulmonary oedema,5743
BADD_D00653,Diclofenac,BADD_A00084,Acute pulmonary oedema,3033
BADD_D00697,Dobutamine,BADD_A00084,Acute pulmonary oedema,36811
BADD_D00699,Docetaxel,BADD_A00084,Acute pulmonary oedema,148124
BADD_D00723,Doxorubicin,BADD_A00084,Acute pulmonary oedema,31703
BADD_D00782,Epinephrine,BADD_A00084,Acute pulmonary oedema,5816
BADD_D00858,Everolimus,BADD_A00084,Acute pulmonary oedema,6442177
BADD_D00931,Fluorouracil,BADD_A00084,Acute pulmonary oedema,3385
BADD_D00979,Furosemide,BADD_A00084,Acute pulmonary oedema,3440
BADD_D00983,Gadobenate dimeglumine,BADD_A00084,Acute pulmonary oedema,105125
BADD_D00984,Gadobutrol,BADD_A00084,Acute pulmonary oedema,189914
BADD_D01009,Gemcitabine,BADD_A00084,Acute pulmonary oedema,60750
BADD_D01083,Hydrochlorothiazide,BADD_A00084,Acute pulmonary oedema,3639
BADD_D01119,Ibrutinib,BADD_A00084,Acute pulmonary oedema,24821094
BADD_D01178,Iodixanol,BADD_A00084,Acute pulmonary oedema,3724
BADD_D01180,Iohexol,BADD_A00084,Acute pulmonary oedema,3730
BADD_D01182,Iopromide,BADD_A00084,Acute pulmonary oedema,3736
BADD_D01186,Ioversol,BADD_A00084,Acute pulmonary oedema,3741
BADD_D01194,Irbesartan,BADD_A00084,Acute pulmonary oedema,3749
BADD_D01222,Ixabepilone,BADD_A00084,Acute pulmonary oedema,6445540
BADD_D01242,Lamivudine,BADD_A00084,Acute pulmonary oedema,60825
BADD_D01260,Leuprolide acetate,BADD_A00084,Acute pulmonary oedema,657180
BADD_D01285,Levothyroxine,BADD_A00084,Acute pulmonary oedema,5819
BADD_D01401,Metformin,BADD_A00084,Acute pulmonary oedema,4091
BADD_D01405,Methadone,BADD_A00084,Acute pulmonary oedema,4095
BADD_D01418,Methotrexate,BADD_A00084,Acute pulmonary oedema,126941
BADD_D01442,Metoclopramide,BADD_A00084,Acute pulmonary oedema,4168
BADD_D01449,Metronidazole,BADD_A00084,Acute pulmonary oedema,4173
BADD_D01473,Minoxidil,BADD_A00084,Acute pulmonary oedema,4201
BADD_D01477,Misoprostol,BADD_A00084,Acute pulmonary oedema,5282381
BADD_D01498,Morphine,BADD_A00084,Acute pulmonary oedema,5288826
BADD_D01525,Naloxone,BADD_A00084,Acute pulmonary oedema,5284596
BADD_D01541,Nebivolol,BADD_A00084,Acute pulmonary oedema,71301
BADD_D01542,Nebivolol hydrochloride,BADD_A00084,Acute pulmonary oedema,9933004
BADD_D01566,Nifedipine,BADD_A00084,Acute pulmonary oedema,4485
BADD_D01567,Nilotinib,BADD_A00084,Acute pulmonary oedema,644241
BADD_D01629,Osimertinib,BADD_A00084,Acute pulmonary oedema,71496458
BADD_D01633,Oxaliplatin,BADD_A00084,Acute pulmonary oedema,9887053
BADD_D01652,Oxytocin,BADD_A00084,Acute pulmonary oedema,439302
BADD_D01653,Paclitaxel,BADD_A00084,Acute pulmonary oedema,36314
BADD_D01676,Paricalcitol,BADD_A00084,Acute pulmonary oedema,5281104
BADD_D01687,Pazopanib,BADD_A00084,Acute pulmonary oedema,10113978
BADD_D01783,Pirfenidone,BADD_A00084,Acute pulmonary oedema,40632
BADD_D01834,Prednisone,BADD_A00084,Acute pulmonary oedema,5865
BADD_D01864,Propofol,BADD_A00084,Acute pulmonary oedema,4943
BADD_D01921,Regadenoson,BADD_A00084,Acute pulmonary oedema,219024
BADD_D01933,Ribavirin,BADD_A00084,Acute pulmonary oedema,37542
BADD_D02006,Selexipag,BADD_A00084,Acute pulmonary oedema,9913767
BADD_D02018,Sildenafil,BADD_A00084,Acute pulmonary oedema,135398744
BADD_D02026,Simvastatin,BADD_A00084,Acute pulmonary oedema,54454
BADD_D02058,Sorafenib,BADD_A00084,Acute pulmonary oedema,216239
BADD_D02066,Spironolactone,BADD_A00084,Acute pulmonary oedema,5833
BADD_D02084,Sugammadex,BADD_A00084,Acute pulmonary oedema,6918585
BADD_D02100,Sunitinib,BADD_A00084,Acute pulmonary oedema,5329102
BADD_D02105,Tacrolimus,BADD_A00084,Acute pulmonary oedema,445643
BADD_D02170,Testosterone,BADD_A00084,Acute pulmonary oedema,6013
BADD_D02214,Ticagrelor,BADD_A00084,Acute pulmonary oedema,9871419
BADD_D02253,Trabectedin,BADD_A00084,Acute pulmonary oedema,108150
BADD_D02254,Tramadol,BADD_A00084,Acute pulmonary oedema,33741
BADD_D02268,Treprostinil,BADD_A00084,Acute pulmonary oedema,6918140
BADD_D02331,Valsartan,BADD_A00084,Acute pulmonary oedema,60846
BADD_D02345,Venetoclax,BADD_A00084,Acute pulmonary oedema,49846579
BADD_D02407,Upadacitinib,BADD_A00084,Acute pulmonary oedema,58557659
BADD_D02432,Glycopyrronium,BADD_A00084,Acute pulmonary oedema,9933193
BADD_D02443,Tiotropium,BADD_A00084,Acute pulmonary oedema,5487427
BADD_D02445,Solifenacin,BADD_A00084,Acute pulmonary oedema,154059
BADD_D02471,Oxygen,BADD_A00084,Acute pulmonary oedema,977
BADD_D02473,Sodium chloride,BADD_A00084,Acute pulmonary oedema,5234
BADD_D02482,Acalabrutinib,BADD_A00084,Acute pulmonary oedema,71226662
BADD_D02588,Remdesivir,BADD_A00084,Acute pulmonary oedema,121304016
BADD_D00008,Abacavir,BADD_A00085,Acute respiratory distress syndrome,441300
BADD_D00009,Abacavir succinate,BADD_A00085,Acute respiratory distress syndrome,9822500
BADD_D00023,Acetaminophen,BADD_A00085,Acute respiratory distress syndrome,1983
BADD_D00033,Acetylsalicylic acid,BADD_A00085,Acute respiratory distress syndrome,2244
BADD_D00047,Afatinib,BADD_A00085,Acute respiratory distress syndrome,10184653
BADD_D00062,Aldesleukin,BADD_A00085,Acute respiratory distress syndrome,Not Available
BADD_D00064,Alemtuzumab,BADD_A00085,Acute respiratory distress syndrome,Not Available
BADD_D00085,Alprazolam,BADD_A00085,Acute respiratory distress syndrome,2118
BADD_D00103,Amikacin,BADD_A00085,Acute respiratory distress syndrome,37768
BADD_D00116,Amiodarone hydrochloride,BADD_A00085,Acute respiratory distress syndrome,441325
BADD_D00129,Amoxicillin,BADD_A00085,Acute respiratory distress syndrome,33613
BADD_D00168,Arsenic,BADD_A00085,Acute respiratory distress syndrome,5359596
BADD_D00178,Atenolol,BADD_A00085,Acute respiratory distress syndrome,2249
BADD_D00195,Azathioprine,BADD_A00085,Acute respiratory distress syndrome,2265
BADD_D00209,Baclofen,BADD_A00085,Acute respiratory distress syndrome,2284
BADD_D00230,Bendamustine,BADD_A00085,Acute respiratory distress syndrome,65628
BADD_D00271,Bicalutamide,BADD_A00085,Acute respiratory distress syndrome,2375
BADD_D00289,Botulinum neurotoxin a/b immune globulin (human),BADD_A00085,Acute respiratory distress syndrome,Not Available
BADD_D00306,Budesonide,BADD_A00085,Acute respiratory distress syndrome,5281004
BADD_D00312,Bupropion,BADD_A00085,Acute respiratory distress syndrome,444
BADD_D00318,Busulfan,BADD_A00085,Acute respiratory distress syndrome,2478
BADD_D00376,Caspofungin,BADD_A00085,Acute respiratory distress syndrome,2826718
BADD_D00405,Ceftriaxone,BADD_A00085,Acute respiratory distress syndrome,5479530
BADD_D00407,Cefuroxime,BADD_A00085,Acute respiratory distress syndrome,41375
BADD_D00475,Citalopram,BADD_A00085,Acute respiratory distress syndrome,2771
BADD_D00479,Cladribine,BADD_A00085,Acute respiratory distress syndrome,20279
BADD_D00501,Clonazepam,BADD_A00085,Acute respiratory distress syndrome,2802
BADD_D00511,Clozapine,BADD_A00085,Acute respiratory distress syndrome,135398737
BADD_D00516,Codeine,BADD_A00085,Acute respiratory distress syndrome,5284371
BADD_D00518,Colchicine,BADD_A00085,Acute respiratory distress syndrome,6167
BADD_D00535,Crizotinib,BADD_A00085,Acute respiratory distress syndrome,11626560
BADD_D00549,Cyclophosphamide,BADD_A00085,Acute respiratory distress syndrome,2907
BADD_D00560,Cytarabine,BADD_A00085,Acute respiratory distress syndrome,6253
BADD_D00561,Cytarabine hydrochloride,BADD_A00085,Acute respiratory distress syndrome,6252
BADD_D00562,Cytomegalovirus immune globulin (human),BADD_A00085,Acute respiratory distress syndrome,Not Available
BADD_D00581,Daptomycin,BADD_A00085,Acute respiratory distress syndrome,16134395
BADD_D00586,Darunavir,BADD_A00085,Acute respiratory distress syndrome,213039
BADD_D00593,Decitabine,BADD_A00085,Acute respiratory distress syndrome,451668
BADD_D00595,Deferiprone,BADD_A00085,Acute respiratory distress syndrome,2972
BADD_D00596,Deferoxamine,BADD_A00085,Acute respiratory distress syndrome,2973
BADD_D00597,Deferoxamine mesylate,BADD_A00085,Acute respiratory distress syndrome,62881
BADD_D00629,Dexmedetomidine,BADD_A00085,Acute respiratory distress syndrome,5311068
BADD_D00630,Dexmedetomidine hydrochloride,BADD_A00085,Acute respiratory distress syndrome,6918081
BADD_D00648,Diazepam,BADD_A00085,Acute respiratory distress syndrome,3016
BADD_D00674,Diltiazem,BADD_A00085,Acute respiratory distress syndrome,39186
BADD_D00686,Diphenhydramine,BADD_A00085,Acute respiratory distress syndrome,3100
BADD_D00800,Erlotinib,BADD_A00085,Acute respiratory distress syndrome,176870
BADD_D00809,Escitalopram,BADD_A00085,Acute respiratory distress syndrome,146570
BADD_D00850,Etodolac,BADD_A00085,Acute respiratory distress syndrome,3308
BADD_D00854,Etoposide,BADD_A00085,Acute respiratory distress syndrome,36462
BADD_D00869,Famotidine,BADD_A00085,Acute respiratory distress syndrome,3325
BADD_D00879,Fentanyl,BADD_A00085,Acute respiratory distress syndrome,3345
BADD_D00897,Filgrastim,BADD_A00085,Acute respiratory distress syndrome,Not Available
BADD_D00912,Fluconazole,BADD_A00085,Acute respiratory distress syndrome,3365
BADD_D00914,Fludarabine,BADD_A00085,Acute respiratory distress syndrome,657237
BADD_D00915,Fludarabine phosphate,BADD_A00085,Acute respiratory distress syndrome,30751
BADD_D00973,Fotemustine,BADD_A00085,Acute respiratory distress syndrome,104799
BADD_D01010,Gemcitabine hydrochloride,BADD_A00085,Acute respiratory distress syndrome,60749
BADD_D01081,Hydralazine,BADD_A00085,Acute respiratory distress syndrome,3637
BADD_D01103,Hydroxychloroquine,BADD_A00085,Acute respiratory distress syndrome,3652
BADD_D01110,Hydroxyurea,BADD_A00085,Acute respiratory distress syndrome,3657
BADD_D01111,Hydroxyzine,BADD_A00085,Acute respiratory distress syndrome,3658
BADD_D01133,Ifosfamide,BADD_A00085,Acute respiratory distress syndrome,3690
BADD_D01136,Imatinib,BADD_A00085,Acute respiratory distress syndrome,5291
BADD_D01144,Immunoglobulin (human),BADD_A00085,Acute respiratory distress syndrome,Not Available
BADD_D01145,Immunoglobulin g (human),BADD_A00085,Acute respiratory distress syndrome,Not Available
BADD_D01156,Indomethacin,BADD_A00085,Acute respiratory distress syndrome,3715
BADD_D01204,Isoniazid,BADD_A00085,Acute respiratory distress syndrome,3767
BADD_D01220,Ivacaftor,BADD_A00085,Acute respiratory distress syndrome,16220172
BADD_D01243,Lamotrigine,BADD_A00085,Acute respiratory distress syndrome,3878
BADD_D01252,Leflunomide,BADD_A00085,Acute respiratory distress syndrome,3899
BADD_D01254,Lenvatinib,BADD_A00085,Acute respiratory distress syndrome,9823820
BADD_D01275,Levofloxacin,BADD_A00085,Acute respiratory distress syndrome,149096
BADD_D01300,Lisinopril,BADD_A00085,Acute respiratory distress syndrome,5362119
BADD_D01303,Lithium carbonate,BADD_A00085,Acute respiratory distress syndrome,11125
BADD_D01318,Lorazepam,BADD_A00085,Acute respiratory distress syndrome,3958
BADD_D01366,Medroxyprogesterone acetate,BADD_A00085,Acute respiratory distress syndrome,6279
BADD_D01433,Methylprednisolone,BADD_A00085,Acute respiratory distress syndrome,6741
BADD_D01445,Metoprolol,BADD_A00085,Acute respiratory distress syndrome,4171
BADD_D01470,Minocycline,BADD_A00085,Acute respiratory distress syndrome,54675783
BADD_D01478,Mitomycin,BADD_A00085,Acute respiratory distress syndrome,5746
BADD_D01496,Montelukast,BADD_A00085,Acute respiratory distress syndrome,5281040
BADD_D01506,Muromonab-cd3,BADD_A00085,Acute respiratory distress syndrome,Not Available
BADD_D01564,Nicotine,BADD_A00085,Acute respiratory distress syndrome,89594
BADD_D01574,Nitric oxide,BADD_A00085,Acute respiratory distress syndrome,145068
BADD_D01579,Nitroglycerin,BADD_A00085,Acute respiratory distress syndrome,4510
BADD_D01662,Pamidronic acid,BADD_A00085,Acute respiratory distress syndrome,4674
BADD_D01693,Pegfilgrastim,BADD_A00085,Acute respiratory distress syndrome,70683024
BADD_D01799,Ponatinib,BADD_A00085,Acute respiratory distress syndrome,24826799
BADD_D01804,Posaconazole,BADD_A00085,Acute respiratory distress syndrome,468595
BADD_D01822,Prasugrel,BADD_A00085,Acute respiratory distress syndrome,6918456
BADD_D01831,Prednisolone,BADD_A00085,Acute respiratory distress syndrome,5755
BADD_D01852,Progesterone,BADD_A00085,Acute respiratory distress syndrome,5994
BADD_D01858,Propagermanium,BADD_A00085,Acute respiratory distress syndrome,83030
BADD_D01867,Propranolol,BADD_A00085,Acute respiratory distress syndrome,4946
BADD_D01869,Propylthiouracil,BADD_A00085,Acute respiratory distress syndrome,657298
BADD_D01881,Pyridostigmine,BADD_A00085,Acute respiratory distress syndrome,4991
BADD_D01888,Quetiapine,BADD_A00085,Acute respiratory distress syndrome,5002
BADD_D01909,Ramipril,BADD_A00085,Acute respiratory distress syndrome,5362129
BADD_D01931,Rho (d) immune globulin,BADD_A00085,Acute respiratory distress syndrome,Not Available
BADD_D01936,Rifampicin,BADD_A00085,Acute respiratory distress syndrome,135398735
BADD_D01942,Riluzole,BADD_A00085,Acute respiratory distress syndrome,5070
BADD_D01964,Romidepsin,BADD_A00085,Acute respiratory distress syndrome,5352062
BADD_D02028,Sirolimus,BADD_A00085,Acute respiratory distress syndrome,5284616
BADD_D02082,Sufentanil,BADD_A00085,Acute respiratory distress syndrome,41693
BADD_D02109,Talc,BADD_A00085,Acute respiratory distress syndrome,16211421
BADD_D02150,Temozolomide,BADD_A00085,Acute respiratory distress syndrome,5394
BADD_D02165,Teriflunomide,BADD_A00085,Acute respiratory distress syndrome,54684141
BADD_D02192,Thalidomide,BADD_A00085,Acute respiratory distress syndrome,5426
BADD_D02249,Topotecan hydrochloride,BADD_A00085,Acute respiratory distress syndrome,60699
BADD_D02261,Tranexamic acid,BADD_A00085,Acute respiratory distress syndrome,5526
BADD_D02319,Urofollitropin,BADD_A00085,Acute respiratory distress syndrome,62819
BADD_D02329,Valproic acid,BADD_A00085,Acute respiratory distress syndrome,3121
BADD_D02332,Vancomycin,BADD_A00085,Acute respiratory distress syndrome,14969
BADD_D02346,Venlafaxine,BADD_A00085,Acute respiratory distress syndrome,5656
BADD_D02348,Verapamil,BADD_A00085,Acute respiratory distress syndrome,2520
BADD_D02355,Vigabatrin,BADD_A00085,Acute respiratory distress syndrome,5665
BADD_D02362,Vinflunine,BADD_A00085,Acute respiratory distress syndrome,10629256
BADD_D02365,Vismodegib,BADD_A00085,Acute respiratory distress syndrome,24776445
BADD_D02369,Voriconazole,BADD_A00085,Acute respiratory distress syndrome,71616
BADD_D02375,Water,BADD_A00085,Acute respiratory distress syndrome,962
BADD_D02380,Zanamivir,BADD_A00085,Acute respiratory distress syndrome,60855
BADD_D02392,Zoledronic acid,BADD_A00085,Acute respiratory distress syndrome,68740
BADD_D02421,Foscarnet,BADD_A00085,Acute respiratory distress syndrome,3415
BADD_D02470,Nintedanib,BADD_A00085,Acute respiratory distress syndrome,135423438
BADD_D02480,Alectinib,BADD_A00085,Acute respiratory distress syndrome,49806720
BADD_D02483,Ribociclib,BADD_A00085,Acute respiratory distress syndrome,44631912
BADD_D02487,Baricitinib,BADD_A00085,Acute respiratory distress syndrome,44205240
BADD_D02511,Siponimod,BADD_A00085,Acute respiratory distress syndrome,44599207
BADD_D02517,Enasidenib,BADD_A00085,Acute respiratory distress syndrome,89683805
BADD_D02520,Baloxavir marboxil,BADD_A00085,Acute respiratory distress syndrome,124081896
BADD_D02577,Oseltamivir acid,BADD_A00085,Acute respiratory distress syndrome,449381
BADD_D02586,Radium ra-223 dichloride,BADD_A00085,Acute respiratory distress syndrome,Not Available
BADD_D00056,Albuterol,BADD_A00086,Acute respiratory failure,2083
BADD_D00066,Alendronic acid,BADD_A00086,Acute respiratory failure,2088
BADD_D00097,Amantadine,BADD_A00086,Acute respiratory failure,2130
BADD_D00098,Amantadine hydrochloride,BADD_A00086,Acute respiratory failure,64150
BADD_D00100,Ambrisentan,BADD_A00086,Acute respiratory failure,197712
BADD_D00151,Apixaban,BADD_A00086,Acute respiratory failure,10182969
BADD_D00282,Blinatumomab,BADD_A00086,Acute respiratory failure,Not Available
BADD_D00354,Captopril,BADD_A00086,Acute respiratory failure,44093
BADD_D00368,Carglumic acid,BADD_A00086,Acute respiratory failure,121396
BADD_D00374,Carvedilol,BADD_A00086,Acute respiratory failure,2585
BADD_D00384,Cefdinir,BADD_A00086,Acute respiratory failure,6915944
BADD_D00480,Clarithromycin,BADD_A00086,Acute respiratory failure,84029
BADD_D00580,Dapsone,BADD_A00086,Acute respiratory failure,2955
BADD_D00668,Digoxin,BADD_A00086,Acute respiratory failure,2724385
BADD_D00768,Enalaprilat,BADD_A00086,Acute respiratory failure,5462501
BADD_D00773,Entacapone,BADD_A00086,Acute respiratory failure,5281081
BADD_D00788,Epoprostenol,BADD_A00086,Acute respiratory failure,5282411
BADD_D00821,Estradiol,BADD_A00086,Acute respiratory failure,5757
BADD_D00947,Fluticasone propionate,BADD_A00086,Acute respiratory failure,444036
BADD_D01008,Gefitinib,BADD_A00086,Acute respiratory failure,123631
BADD_D01130,Idelalisib,BADD_A00086,Acute respiratory failure,11625818
BADD_D01135,Iloprost,BADD_A00086,Acute respiratory failure,5311181
BADD_D01137,Imatinib mesylate,BADD_A00086,Acute respiratory failure,123596
BADD_D01181,Iopamidol,BADD_A00086,Acute respiratory failure,65492
BADD_D01201,Isavuconazonium sulfate,BADD_A00086,Acute respiratory failure,72196309
BADD_D01240,Lactulose,BADD_A00086,Acute respiratory failure,11333
BADD_D01245,Lansoprazole,BADD_A00086,Acute respiratory failure,3883
BADD_D01257,Letrozole,BADD_A00086,Acute respiratory failure,3902
BADD_D01258,Leucovorin,BADD_A00086,Acute respiratory failure,135403648
BADD_D01295,Linezolid,BADD_A00086,Acute respiratory failure,441401
BADD_D01336,Macitentan,BADD_A00086,Acute respiratory failure,16004692
BADD_D01393,Meropenem,BADD_A00086,Acute respiratory failure,441130
BADD_D01397,Mesalamine,BADD_A00086,Acute respiratory failure,4075
BADD_D01414,Methimazole,BADD_A00086,Acute respiratory failure,1349907
BADD_D01465,Miglustat,BADD_A00086,Acute respiratory failure,51634
BADD_D01491,Mometasone furoate,BADD_A00086,Acute respiratory failure,441336
BADD_D01592,Obeticholic acid,BADD_A00086,Acute respiratory failure,447715
BADD_D01599,Olanzapine,BADD_A00086,Acute respiratory failure,135398745
BADD_D01617,Ondansetron,BADD_A00086,Acute respiratory failure,4595
BADD_D01765,Phenytoin,BADD_A00086,Acute respiratory failure,1775
BADD_D01798,Pomalidomide,BADD_A00086,Acute respiratory failure,134780
BADD_D01948,Riociguat,BADD_A00086,Acute respiratory failure,11304743
BADD_D01954,Rivaroxaban,BADD_A00086,Acute respiratory failure,9875401
BADD_D01955,Rivastigmine,BADD_A00086,Acute respiratory failure,77991
BADD_D01959,Rocuronium,BADD_A00086,Acute respiratory failure,441290
BADD_D01971,Rosuvastatin,BADD_A00086,Acute respiratory failure,446157
BADD_D01978,Ruxolitinib,BADD_A00086,Acute respiratory failure,25126798
BADD_D02029,Sitagliptin,BADD_A00086,Acute respiratory failure,4369359
BADD_D02079,Succinylcholine,BADD_A00086,Acute respiratory failure,5314
BADD_D02106,Tadalafil,BADD_A00086,Acute respiratory failure,110635
BADD_D02228,Tirofiban,BADD_A00086,Acute respiratory failure,60947
BADD_D02232,Tobramycin,BADD_A00086,Acute respiratory failure,36294
BADD_D02246,Tolvaptan,BADD_A00086,Acute respiratory failure,216237
BADD_D02270,Tretinoin,BADD_A00086,Acute respiratory failure,444795
BADD_D02360,Vincristine,BADD_A00086,Acute respiratory failure,5978
BADD_D02373,Warfarin,BADD_A00086,Acute respiratory failure,54678486
BADD_D02394,Zolpidem,BADD_A00086,Acute respiratory failure,5732
BADD_D02396,Zonisamide,BADD_A00086,Acute respiratory failure,5734
BADD_D02568,Lutetium oxodotreotide lu-177,BADD_A00086,Acute respiratory failure,76966897
BADD_D02574,Molnupiravir,BADD_A00086,Acute respiratory failure,145996610
BADD_D02596,Sotorasib,BADD_A00086,Acute respiratory failure,137278711
BADD_D00192,Avanafil,BADD_A00094,Adenoviral upper respiratory infection,9869929
BADD_D00007,"5-tert-butyl-2-methyl-1,3-benzodioxole",BADD_A00365,Asthma,135113
BADD_D00016,Acamprosate,BADD_A00365,Asthma,71158
BADD_D00017,Acamprosate calcium,BADD_A00365,Asthma,155434
BADD_D00032,Acetylcysteine,BADD_A00365,Asthma,12035
BADD_D00041,Adalimumab,BADD_A00365,Asthma,Not Available
BADD_D00065,Alendronate sodium,BADD_A00365,Asthma,6331783
BADD_D00073,Aliskiren,BADD_A00365,Asthma,5493444
BADD_D00076,Allopurinol,BADD_A00365,Asthma,135401907
BADD_D00084,Alpha-1-proteinase inhibitor (human),BADD_A00365,Asthma,Not Available
BADD_D00118,Amitriptyline,BADD_A00365,Asthma,2160
BADD_D00132,Amphotericin b,BADD_A00365,Asthma,14956
BADD_D00139,Anagrelide,BADD_A00365,Asthma,135409400
BADD_D00140,Anagrelide hydrochloride,BADD_A00365,Asthma,135413494
BADD_D00142,Anastrozole,BADD_A00365,Asthma,2187
BADD_D00154,Apraclonidine,BADD_A00365,Asthma,2216
BADD_D00156,Apremilast,BADD_A00365,Asthma,10151715
BADD_D00158,Aprotinin (bovine),BADD_A00365,Asthma,16130295
BADD_D00165,Aripiprazole,BADD_A00365,Asthma,60795
BADD_D00182,Atorvastatin calcium,BADD_A00365,Asthma,60822
BADD_D00197,Azelaic acid,BADD_A00365,Asthma,2266
BADD_D00198,Azelastine,BADD_A00365,Asthma,2267
BADD_D00199,Azelastine hydrochloride,BADD_A00365,Asthma,54360
BADD_D00203,Azithromycin,BADD_A00365,Asthma,447043
BADD_D00217,Beclomethasone,BADD_A00365,Asthma,20469
BADD_D00218,Beclomethasone 17-monopropionate,BADD_A00365,Asthma,62965
BADD_D00219,Beclomethasone dipropionate,BADD_A00365,Asthma,21700
BADD_D00227,Benazepril,BADD_A00365,Asthma,5362124
BADD_D00228,Benazepril hydrochloride,BADD_A00365,Asthma,5362123
BADD_D00229,Benazeprilat,BADD_A00365,Asthma,5463984
BADD_D00258,Betahistine,BADD_A00365,Asthma,2366
BADD_D00263,Betaxolol,BADD_A00365,Asthma,2369
BADD_D00264,Betaxolol hydrochloride,BADD_A00365,Asthma,107952
BADD_D00265,Bethanechol,BADD_A00365,Asthma,2370
BADD_D00266,Bethanechol chloride,BADD_A00365,Asthma,11548
BADD_D00274,Bimatoprost,BADD_A00365,Asthma,5311027
BADD_D00278,Bisoprolol fumarate,BADD_A00365,Asthma,6917733
BADD_D00294,Brimonidine,BADD_A00365,Asthma,2435
BADD_D00296,Brinzolamide,BADD_A00365,Asthma,68844
BADD_D00300,Bromfenac,BADD_A00365,Asthma,60726
BADD_D00310,Buprenorphine,BADD_A00365,Asthma,644073
BADD_D00315,Buserelin acetate,BADD_A00365,Asthma,50224
BADD_D00344,Canagliflozin,BADD_A00365,Asthma,24812758
BADD_D00349,Capecitabine,BADD_A00365,Asthma,60953
BADD_D00355,Carbachol,BADD_A00365,Asthma,5831
BADD_D00365,Carboprost,BADD_A00365,Asthma,5281075
BADD_D00366,Carboprost tromethamine,BADD_A00365,Asthma,5281074
BADD_D00375,Carvedilol phosphate,BADD_A00365,Asthma,9827459
BADD_D00378,Cefaclor,BADD_A00365,Asthma,51039
BADD_D00385,Cefditoren pivoxil,BADD_A00365,Asthma,16667736
BADD_D00395,Cefpodoxime,BADD_A00365,Asthma,6335986
BADD_D00410,Celecoxib,BADD_A00365,Asthma,2662
BADD_D00417,Cetirizine,BADD_A00365,Asthma,2678
BADD_D00424,Cevimeline,BADD_A00365,Asthma,2684
BADD_D00425,Cevimeline hydrochloride,BADD_A00365,Asthma,123603
BADD_D00445,Chlorpromazine,BADD_A00365,Asthma,2726
BADD_D00446,Chlorpromazine hydrochloride,BADD_A00365,Asthma,6240
BADD_D00451,Cholestyramine,BADD_A00365,Asthma,137699107
BADD_D00452,Cholestyramine resin,BADD_A00365,Asthma,137699107
BADD_D00456,Choline magnesium trisalicylate,BADD_A00365,Asthma,54682045
BADD_D00460,Ciclesonide,BADD_A00365,Asthma,6918155
BADD_D00463,Cidofovir,BADD_A00365,Asthma,60613
BADD_D00464,Cidofovir dihydrate,BADD_A00365,Asthma,60933
BADD_D00466,Cilostazol,BADD_A00365,Asthma,2754
BADD_D00471,Ciprofloxacin,BADD_A00365,Asthma,2764
BADD_D00472,Ciprofloxacin hydrochloride,BADD_A00365,Asthma,62999
BADD_D00476,Citalopram hydrobromide,BADD_A00365,Asthma,77995
BADD_D00488,Clobazam,BADD_A00365,Asthma,2789
BADD_D00502,Clonidine,BADD_A00365,Asthma,2803
BADD_D00503,Clonidine hydrochloride,BADD_A00365,Asthma,20179
BADD_D00514,Cocaine,BADD_A00365,Asthma,446220
BADD_D00524,Colistimethate sodium,BADD_A00365,Asthma,216258
BADD_D00528,Conjugated estrogens,BADD_A00365,Asthma,45357473
BADD_D00533,Cortisone acetate,BADD_A00365,Asthma,5745
BADD_D00534,Cosyntropin,BADD_A00365,Asthma,16133802
BADD_D00555,Cyproterone acetate,BADD_A00365,Asthma,9880
BADD_D00611,Desflurane,BADD_A00365,Asthma,42113
BADD_D00619,Desonide,BADD_A00365,Asthma,5311066
BADD_D00620,Desoximetasone,BADD_A00365,Asthma,5311067
BADD_D00628,Dexlansoprazole,BADD_A00365,Asthma,9578005
BADD_D00646,Diatrizoate sodium,BADD_A00365,Asthma,23672589
