Drug_Name,SMILES,PubChem_ID,CID,CID_Source,score,status,PUG_View,Assay_Summary
ciclonicate,CC1CC(OC(=O)c2cccnc2)CC(C)(C)C1,,10444661.0,Drug_Name,0,ok,0,0
pethidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,,4058.0,Drug_Name,458,ok,458,0
ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,,10101.0,Drug_Name,0,ok,0,0
butidrine,CCC(C)NCC(O)c1ccc2c(c1)CCCC2,,15177.0,Drug_Name,0,ok,0,0
triflusal,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,,9458.0,Drug_Name,1,ok,1,0
nitrefazole,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,,71900.0,Drug_Name,3,ok,3,0
acetylpheneturide,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,,1999.0,Drug_Name,0,ok,0,0
enoximone,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,,53708.0,Drug_Name,2,ok,2,0
piridocaine,Nc1ccccc1C(=O)OCCC1CCCCN1,,6875.0,Drug_Name,0,ok,0,0
pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,,4828.0,Drug_Name,61,ok,61,0
bunitrolol,CC(C)(C)NCC(O)COc1ccccc1C#N,,2473.0,Drug_Name,0,ok,0,0
trimecaine,CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,,12028.0,Drug_Name,0,ok,0,0
pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,,4993.0,Drug_Name,112,ok,112,0
alendronic acid,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,,2088.0,Drug_Name,147,ok,147,0
cinchophen,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,,8593.0,Drug_Name,48,ok,48,0
sulfapyridine,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,,5336.0,Drug_Name,8,ok,8,0
erdosteine,O=C(O)CSCC(=O)NC1CCSC1=O,,65632.0,Drug_Name,1,ok,1,0
mabuprofen,CC(C)Cc1ccc(C(C)C(=O)NCCO)cc1,,71261.0,Drug_Name,0,ok,0,0
ciramadol,CN(C)C(c1cccc(O)c1)C1CCCCC1O,,44463.0,Drug_Name,0,ok,0,0
alprenolol,C=CCc1ccccc1OCC(O)CNC(C)C,,2119.0,Drug_Name,4,ok,4,0
benzoctamine,CNCC12CCC(c3ccccc31)c1ccccc12,,28425.0,Drug_Name,0,ok,0,0
diflunisal,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,,3059.0,Drug_Name,18,ok,18,0
metesculetol,Cc1cc(=O)oc2cc(O)c(OCC(=O)O)cc12,,5390106.0,Drug_Name,0,ok,0,0
olprinone,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,,4593.0,Drug_Name,0,ok,0,0
sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,,5215.0,Drug_Name,16,ok,16,0
heptabarb,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,,10518.0,Drug_Name,0,ok,0,0
methaqualone,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,,6292.0,Drug_Name,63,ok,63,0
butazolamide,CCCC(=O)Nc1nnc(S(N)(=O)=O)s1,,519309.0,Drug_Name,0,ok,0,0
naepaine,CCCCCNCCOC(=O)c1ccc(N)cc1,,11964.0,Drug_Name,0,ok,0,0
rivastigmine,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,,77991.0,Drug_Name,38,ok,38,0
amfetaminil,CC(Cc1ccccc1)NC(C#N)c1ccccc1,,28615.0,Drug_Name,0,ok,0,0
alibendol,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,,71916.0,Drug_Name,0,ok,0,0
dimethazan,CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,,10612.0,Drug_Name,0,ok,0,0
rimazolium,CCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2,,71940.0,Drug_Name,0,ok,0,0
xibenolol,Cc1cccc(OCC(O)CNC(C)(C)C)c1C,,146256.0,Drug_Name,0,ok,0,0
cyverine,CN(CCC1CCCCC1)CCC1CCCCC1,,10859.0,Drug_Name,0,ok,0,0
pirprofen,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,,35935.0,Drug_Name,3,ok,3,0
cycloguanil,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,,9049.0,Drug_Name,0,ok,0,0
uracil mustard,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,,6194.0,Drug_Name,0,ok,0,0
anisindione,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,,2197.0,Drug_Name,28,ok,28,0
cimetidine,CN=C(NC#N)NCCSCc1[nH]cnc1C,,2756.0,Drug_Name,140,ok,140,0
cioteronel,CCC(CCCCC1CCC2CC(=O)CC12)OC,,55994.0,Drug_Name,0,ok,0,0
bromoform,BrC(Br)Br,,5558.0,Drug_Name,0,ok,0,0
pyricarbate,CNC(=O)OCc1cccc(COC(=O)NC)n1,,4990.0,Drug_Name,2,ok,2,0
triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,,5546.0,Drug_Name,164,ok,164,0
actinoquinol,CCOc1ccc(S(=O)(=O)O)c2cccnc12,,23674.0,Drug_Name,0,ok,0,0
ethacridine,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,,2017.0,Drug_Name,0,ok,0,0
vanitiolide,COc1cc(C(=S)N2CCOCC2)ccc1O,,72146.0,Drug_Name,1,ok,1,0
nefopam,CN1CCOC(c2ccccc2)c2ccccc2C1,,4450.0,Drug_Name,2,ok,2,0
meladrazine,CCN(CC)c1nc(NN)nc(N(CC)CC)n1,,71679.0,Drug_Name,1,ok,1,0
tolpropamine,Cc1ccc(C(CCN(C)C)c2ccccc2)cc1,,72141.0,Drug_Name,0,ok,0,0
tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1,,5487.0,Drug_Name,48,ok,48,0
proguanil,CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,,6178111.0,Drug_Name,10,ok,10,0
dichlorophenarsine,Nc1cc([As](Cl)Cl)ccc1O,,68302.0,Drug_Name,0,ok,0,0
iodothiouracil,O=c1[nH]c(=S)[nH]cc1I,,3032445.0,Drug_Name,0,ok,0,0
cinromide,CCNC(=O)C=Cc1cccc(Br)c1,,688145.0,Drug_Name,1,ok,1,0
diprophylline,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,,3182.0,Drug_Name,36,ok,36,0
menadione sodium bisulfite,CC1(S(=O)(=O)O)CC(=O)c2ccccc2C1=O,,23665888.0,Drug_Name,4,ok,4,0
fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,,3335.0,Drug_Name,3,ok,3,0
sulfadicramide,CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1,,8281.0,Drug_Name,0,ok,0,0
thiamylal,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,,3032285.0,Drug_Name,1,ok,1,0
bucricaine,CCCCNc1c2c(nc3ccccc13)CCCC2,,9423.0,Drug_Name,0,ok,0,0
phenbenzamine,CN(C)CCN(Cc1ccccc1)c1ccccc1,,13751.0,Drug_Name,0,ok,0,0
butanilicaine,CCCCNCC(=O)Nc1c(C)cccc1Cl,,22379.0,Drug_Name,0,ok,0,0
pranoprofen,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,,4888.0,Drug_Name,2,ok,2,0
ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,,3826.0,Drug_Name,41,ok,41,0
tenonitrozole,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,,19646.0,Drug_Name,3,ok,3,0
cetoxime,NC(CN(Cc1ccccc1)c1ccccc1)=NO,,9570370.0,Drug_Name,0,ok,0,0
metralindole,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,,68713.0,Drug_Name,0,ok,0,0
thiazosulfone,Nc1ccc(S(=O)(=O)c2cnc(N)s2)cc1,,10124.0,Drug_Name,0,ok,0,0
sulfathiazole,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,,5340.0,Drug_Name,96,ok,96,0
tofenacin,CNCCOC(c1ccccc1)c1ccccc1C,,25315.0,Drug_Name,0,ok,0,0
phenyltoloxamine,CN(C)CCOc1ccccc1Cc1ccccc1,,7077.0,Drug_Name,4,ok,4,0
diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,,3100.0,Drug_Name,226,ok,226,0
atomoxetine,CNCCC(Oc1ccccc1C)c1ccccc1,,54841.0,Drug_Name,155,ok,155,0
tripelennamine,CN(C)CCN(Cc1ccccc1)c1ccccn1,,5587.0,Drug_Name,43,ok,43,0
dimemorfan,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,,3037918.0,Drug_Name,0,ok,0,0
cloforex,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,,26602.0,Drug_Name,0,ok,0,0
clobutinol,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,,26937.0,Drug_Name,0,ok,0,0
anagrelide,Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2,,135409400.0,Drug_Name,71,ok,71,0
lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,,3878.0,Drug_Name,185,ok,185,0
irsogladine,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,,3752.0,Drug_Name,0,ok,0,0
phenyl acetylsalicylate,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1,,67256.0,Drug_Name,0,ok,0,0
edoxudine,CCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,,66377.0,Drug_Name,0,ok,0,0
phenosulfazole,O=S(=O)(Nc1nccs1)c1ccc(O)cc1,,95285.0,Drug_Name,0,ok,0,0
etoxazene,CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,,16837.0,Drug_Name,0,ok,0,0
phenbutamide,CCCCNC(=O)NS(=O)(=O)c1ccccc1,,18466.0,Drug_Name,0,ok,0,0
echothiophate,CCOP(=O)(OCC)SCC[N+](C)(C)C,,10548.0,Drug_Name,0,ok,0,0
bephenium,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,,19667.0,Drug_Name,23,ok,23,0
hexyldecanoic acid,CCCCCCCCC(CCCCCC)C(=O)O,,32912.0,Drug_Name,1,ok,1,0
clorindione,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,,70846.0,Drug_Name,2,ok,2,0
chlormidazole,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,,71821.0,Drug_Name,0,ok,0,0
pyrrolnitrin,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,,13916.0,Drug_Name,1,ok,1,0
benzamidosalicylate,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,,10718.0,Drug_Name,0,ok,0,0
benserazide,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,,2327.0,Drug_Name,0,ok,0,0
carmofur,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,,2577.0,Drug_Name,2,ok,2,0
tolmetin,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,,5509.0,Drug_Name,52,ok,52,0
etebenecid,CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,,14604.0,Drug_Name,1,ok,1,0
medifoxamine,CN(C)CC(Oc1ccccc1)Oc1ccccc1,,36109.0,Drug_Name,0,ok,0,0
metrifonate,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,,5853.0,Drug_Name,261,ok,261,0
meclofenoxate,CN(C)CCOC(=O)COc1ccc(Cl)cc1,,4039.0,Drug_Name,0,ok,0,0
iodinated glycerol,CC(I)C1OCC(CO)O1,,21852.0,Drug_Name,9,ok,9,0
aceglatone,CC(=O)OC1C(=O)OC2C(OC(C)=O)C(=O)OC12,,636372.0,Drug_Name,0,ok,0,0
thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,5426.0,Drug_Name,213,ok,213,0
acadesine,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,,17513.0,Drug_Name,1,ok,1,0
menbutone,COc1ccc(C(=O)CCC(=O)O)c2ccccc12,,71818.0,Drug_Name,0,ok,0,0
phethenylate,O=C1NC(=O)C(c2ccccc2)(c2cccs2)N1,,31325.0,Drug_Name,0,ok,0,0
ethoxzolamide,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,,3295.0,Drug_Name,18,ok,18,0
xibornol,Cc1cc(O)c(C2CC3CCC2(C)C3(C)C)cc1C,,76967262.0,Drug_Name,0,ok,0,0
decamethonium,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,,2968.0,Drug_Name,33,ok,33,0
cloridarol,OC(c1ccc(Cl)cc1)c1cc2ccccc2o1,,71132.0,Drug_Name,1,ok,1,0
pamabrom,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,,11806.0,Drug_Name,7,ok,7,0
mizoribine,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,,104762.0,Drug_Name,2,ok,2,0
lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,,216326.0,Drug_Name,162,ok,162,0
ciclobendazole,COC(=O)Nc1nc2cc(C(=O)C3CC3)ccc2[nH]1,,35803.0,Drug_Name,1,ok,1,0
propranolol,CC(C)NCC(O)COc1cccc2ccccc12,,4946.0,Drug_Name,15,ok,15,0
primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,,4908.0,Drug_Name,167,ok,167,0
eperisone,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,,3236.0,Drug_Name,1,ok,1,0
azintamide,CCN(CC)C(=O)CSc1ccc(Cl)nn1,,71105.0,Drug_Name,1,ok,1,0
clobenzorex,CC(Cc1ccccc1)NCc1ccccc1Cl,,735998.0,Drug_Name,1,ok,1,0
carbarsone,NC(=O)Nc1ccc([As](=O)(O)O)cc1,,8480.0,Drug_Name,20,ok,20,0
glucose-1-phosphate,O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,,65533.0,Drug_Name,0,ok,0,0
khellin,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,,3828.0,Drug_Name,2,ok,2,0
tiazofurine,NC(=O)c1csc(C2OC(CO)C(O)C2O)n1,,457954.0,Drug_Name,0,ok,0,0
phetharbital,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,,9650.0,Drug_Name,2,ok,2,0
nadoxolol,NC(CC(O)COc1cccc2ccccc12)=NO,,6328253.0,Drug_Name,0,ok,0,0
suprofen,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,,5359.0,Drug_Name,1,ok,1,0
carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,,2576.0,Drug_Name,121,ok,121,0
fenspiride,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,,3344.0,Drug_Name,2,ok,2,0
imolamine,CCN(CC)CCn1c(-c2ccccc2)noc1=N,,27501.0,Drug_Name,0,ok,0,0
ropinirole,CCCN(CCC)CCc1cccc2[nH]c(O)cc12,,5095.0,Drug_Name,246,ok,246,0
