smiles,Drug_Name,Pattern,PubChem_ID,Source,norm
COc1nc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,Bedaquiline,ADReCS: Respiratory signs and symptoms NEC,5388906,ADReCS_only,bedaquiline
O=S(=O)(Nc1ccccc1)c1cccc(C=CC(O)=NO)c1,Belinostat,ADReCS: Respiratory tract infections,6918638,ADReCS_only,belinostat
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,Belumosudil,ADReCS: Respiratory disorders NEC,11950170,ADReCS_only,belumosudil
CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,Bempedoic acid,"ADReCS: Respiratory, thoracic and mediastinal disorders",10472693,ADReCS_only,bempedoic acid
O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21,Benazeprilat,ADReCS: Asthma,5463984,ADReCS_only,benazeprilat
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,Bendroflumethiazide,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),2315,ADReCS_only,bendroflumethiazide
CCOC(=O)c1ccc(N)cc1,Benzocaine,ADReCS: Respiratory distress,2337,ADReCS_only,benzocaine
O=C(OOC(=O)c1ccccc1)c1ccccc1,Benzoyl peroxide,ADReCS: Respiratory disorders NEC,7187,ADReCS_only,benzoyl peroxide
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,Benztropine,"ADReCS: Respiratory, thoracic and mediastinal disorders",1201549,ADReCS_only,benztropine
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,Benzydamine,ADReCS: Respiratory disorders NEC,12555,ADReCS_only,benzydamine
CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCCC(=O)O)NC1C(=O)O,Benzylpenicilloyl g,ADReCS: Respiratory disorders NEC,119212,ADReCS_only,benzylpenicilloyl g
O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1,Bepotastine,ADReCS: Respiratory tract infections,164522,ADReCS_only,bepotastine
OCC1OC(O)C(O)C(O)C1O,Beta-d-glucose,ADReCS: Pulmonary embolism,64689,ADReCS_only,beta-d-glucose
C[N+](C)(C)CC(=O)[O-],Betaine,ADReCS: Respiratory distress,247,ADReCS_only,betaine
O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,Betiatide,ADReCS: Bronchial disorders (excl neoplasms),185457,ADReCS_only,betiatide
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,Bexarotene,ADReCS: Bronchitis,82146,ADReCS_only,bexarotene
N=C(N)N=C(N)N,Biguanide,"ADReCS: Respiratory, thoracic and mediastinal disorders",5939,ADReCS_only,biguanide
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,Bilastine,ADReCS: Lower respiratory tract signs and symptoms,185460,ADReCS_only,bilastine
CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1,Bimatoprost,ADReCS: Asthma,5311027,ADReCS_only,bimatoprost
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,Bisacodyl,ADReCS: Respiratory signs and symptoms NEC,2391,ADReCS_only,bisacodyl
CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,Boceprevir,ADReCS: Bronchial disorders (excl neoplasms),10324367,ADReCS_only,boceprevir
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,Bosentan,ADReCS: Acute pulmonary oedema,104865,ADReCS_only,bosentan
CC[N+](C)(C)Cc1ccccc1Br,Bretylium,ADReCS: Lower respiratory tract signs and symptoms,2431,ADReCS_only,bretylium
O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,Brexpiprazole,ADReCS: Bronchial disorders (excl neoplasms),11978813,ADReCS_only,brexpiprazole
Brc1c(NC2=NCCN2)ccc2nccnc12,Brimonidine,ADReCS: Asthma,2435,ADReCS_only,brimonidine
CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,Brinzolamide,ADReCS: Asthma,68844,ADReCS_only,brinzolamide
CCCC1CC(=O)N(C(CC)C(N)=O)C1,Brivaracetam,ADReCS: Bronchial disorders (excl neoplasms),9837243,ADReCS_only,brivaracetam
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,Bromazepam,ADReCS: Respiratory and pulmonary function diagnostic procedures,2441,ADReCS_only,bromazepam
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,Bromfenac,ADReCS: Asthma,60726,ADReCS_only,bromfenac
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,Bromhexine,ADReCS: Bronchial disorders (excl neoplasms),2442,ADReCS_only,bromhexine
CCCC1OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,Budesonide,ADReCS: Acute respiratory distress syndrome,5281004,ADReCS_only,budesonide
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,Bupropion,ADReCS: Acute respiratory distress syndrome; Bronchial disorders (excl neoplasms),444,ADReCS_only,bupropion
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,Buspirone,ADReCS: Lower respiratory tract disorders (excl obstruction and infection); Lower respiratory tract signs and symptoms,2477,ADReCS_only,buspirone
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,Butabarbital,ADReCS: Respiratory acidoses; Respiratory disorders NEC,2479,ADReCS_only,butabarbital
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,Butorphanol,ADReCS: Bronchitis,5361092,ADReCS_only,butorphanol
CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,Butylscopolamine bromide,ADReCS: Respiratory disorders NEC,656587,ADReCS_only,butylscopolamine bromide
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,Calcifediol,ADReCS: Respiratory disorders NEC,5283731,ADReCS_only,calcifediol
CC(C)CC(NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CSSCC(N)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1)C(C)C)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(=O)N1CCCC1C(N)=O)C(C)O)C(C)O)C(C)O)C(C)O,Calcitonin,ADReCS: Bronchial disorders (excl neoplasms),16220016,ADReCS_only,calcitonin
CC(C)CC(NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CSSCC(N)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1)C(C)C)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(=O)N1CCCC1C(N)=O)C(C)O)C(C)O)C(C)O)C(C)O,Calcitonin (salmon),ADReCS: Bronchial disorders (excl neoplasms),16133812,ADReCS_only,calcitonin (salmon)
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,Calcitriol,ADReCS: Respiratory tract infections,5280453,ADReCS_only,calcitriol
Cc1ccc(C2OC(CO)C(O)C(O)C2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,Canagliflozin,ADReCS: Asthma,24812758,ADReCS_only,canagliflozin
C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,Cannabidiol,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),644019,ADReCS_only,cannabidiol
Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(OP(=O)(O)O)C3O)c2[nH]1,Capromab pendetide,ADReCS: Respiratory disorders NEC,135509147,ADReCS_only,capromab pendetide
C[N+](C)(C)CCOC(N)=O,Carbachol,ADReCS: Asthma,5831,ADReCS_only,carbachol
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,Carbidopa,ADReCS: Respiratory tract infections,34359,ADReCS_only,carbidopa
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,Carbinoxamine,ADReCS: Bronchial disorders (excl neoplasms),2564,ADReCS_only,carbinoxamine
O=C(O)O,Carbonic acid,ADReCS: Respiratory disorders NEC,767,ADReCS_only,carbonic acid
NC(=O)NC(CCC(=O)O)C(=O)O,Carglumic acid,ADReCS: Acute respiratory failure,121396,ADReCS_only,carglumic acid
CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,Cariprazine,ADReCS: Respiratory tract infections,11154555,ADReCS_only,cariprazine
O=NN(CCCl)C(=O)NCCCl,Carmustine,ADReCS: Congenital respiratory tract disorders,2578,ADReCS_only,carmustine
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(C(O)CCN)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,Caspofungin,ADReCS: Acute respiratory distress syndrome; Respiratory tract infections,2826718,ADReCS_only,caspofungin
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,Cefaclor,ADReCS: Asthma,51039,ADReCS_only,cefaclor
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,Cefadroxil,ADReCS: Respiratory signs and symptoms NEC,47965,ADReCS_only,cefadroxil
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,Cefdinir,ADReCS: Acute respiratory failure,6915944,ADReCS_only,cefdinir
CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,Cefditoren pivoxil,ADReCS: Asthma,16667736,ADReCS_only,cefditoren pivoxil
CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,Cefepime,ADReCS: Bacterial lower respiratory tract infections,5479537,ADReCS_only,cefepime
C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)C2SC1,Cefixime,ADReCS: Bacterial lower respiratory tract infections,5362065,ADReCS_only,cefixime
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,Cefotaxime,ADReCS: Bronchial disorders (excl neoplasms),5742673,ADReCS_only,cefotaxime
COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,Cefoxitin,ADReCS: Respiratory disorders NEC,441199,ADReCS_only,cefoxitin
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,Cefprozil,ADReCS: Bacterial lower respiratory tract infections,5281006,ADReCS_only,cefprozil
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,Ceftazidime,ADReCS: Bronchial disorders (excl neoplasms),5481173,ADReCS_only,ceftazidime
Nc1nc(C(=NO)C(=O)NC2C(=O)N3C(C(=O)O)=C(C=C4CCN(C5CCNC5)C4=O)CSC23)ns1,Ceftobiprole,ADReCS: Respiratory disorders NEC,135413542,ADReCS_only,ceftobiprole
NC(=O)OC(Cn1ncnn1)c1ccccc1Cl,Cenobamate,ADReCS: Respiratory signs and symptoms NEC,11962412,ADReCS_only,cenobamate
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,Cephradine,ADReCS: Respiratory signs and symptoms NEC,38103,ADReCS_only,cephradine
COCc1c(-c2ccc(F)cc2)c(=CCC(O)CC(O)CC(=O)O)c(C(C)C)nc1=C(C)C,Cerivastatin,ADReCS: Bronchitis,446156,ADReCS_only,cerivastatin
CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCNC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,Cetrorelix,ADReCS: Thoracic disorders (excl lung and pleura),25074887,ADReCS_only,cetrorelix
CC1OC2(CS1)CN1CCC2CC1,Cevimeline,ADReCS: Asthma,2684,ADReCS_only,cevimeline
OC(O)C(Cl)(Cl)Cl,Chloral hydrate,"ADReCS: Respiratory, thoracic and mediastinal disorders",2707,ADReCS_only,chloral hydrate
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,Chloramphenicol,ADReCS: Neonatal cardiovascular disorders (excl cardiorespiratory arrest),5959,ADReCS_only,chloramphenicol
O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,Chloramphenicol sodium succinate,"ADReCS: Respiratory, thoracic and mediastinal disorders",656833,ADReCS_only,chloramphenicol succinate
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,Chloroprocaine,ADReCS: Respiratory arrest,8612,ADReCS_only,chloroprocaine
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,Chlorthalidone,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),2732,ADReCS_only,chlorthalidone
O=c1[nH]c2cc(Cl)ccc2o1,Chlorzoxazone,"ADReCS: Respiratory, thoracic and mediastinal disorders",2733,ADReCS_only,chlorzoxazone
CC(C)C(=O)OCC(=O)C12OC(C3CCCCC3)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3C(O)CC12C,Ciclesonide,ADReCS: Asthma,6918155,ADReCS_only,ciclesonide
Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,Cidofovir,ADReCS: Asthma,60613,ADReCS_only,cidofovir
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,Cinoxacin,"ADReCS: Respiratory, thoracic and mediastinal disorders",2762,ADReCS_only,cinoxacin
O=C(O)CC(O)(CC(=O)O)C(=O)O,Citric acid,ADReCS: Respiratory disorders NEC,311,ADReCS_only,citric acid
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,Clobazam,ADReCS: Asthma,2789,ADReCS_only,clobazam
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,Clobetasol,ADReCS: Bacterial upper respiratory tract infections; Respiratory disorders NEC,5311051,ADReCS_only,clobetasol
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,Clodronic acid,ADReCS: Bronchial disorders (excl neoplasms),25419,ADReCS_only,clodronic acid
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,Clotrimazole,ADReCS: Respiratory signs and symptoms NEC,2812,ADReCS_only,clotrimazole
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,Cloxacillin,ADReCS: Bronchial disorders (excl neoplasms),6098,ADReCS_only,cloxacillin
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)(C2CCCCN2)C1,Cobimetinib,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),16222096,ADReCS_only,cobimetinib
Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,Conivaptan,ADReCS: Respiratory tract infections; Thoracic disorders (excl lung and pleura),151171,ADReCS_only,conivaptan
CC12CCC3c4ccc(OS(=O)(=O)[O-])cc4CCC3C1CCC2=O,Conjugated estrogens,ADReCS: Asthma,45357473,ADReCS_only,conjugated estrogens
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)CO)C(C)CC)C(C)O)C(C)C)C(C)O)C(=O)NC(C)C(N)=O,Corticorelin ovine triflutate,ADReCS: Respiratory depth increased,16132344,ADReCS_only,corticorelin ovine triflutate
CSCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C)C(C)C)C(C)C,Corticotropin,ADReCS: Thoracic disorders (excl lung and pleura),16132265,ADReCS_only,corticotropin
CSCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)O)C(C)C)C(C)C)C(C)C,Cosyntropin,ADReCS: Asthma,16133802,ADReCS_only,cosyntropin
N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,Crisaborole,"ADReCS: Respiratory, thoracic and mediastinal disorders",44591583,ADReCS_only,crisaborole
CSCCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)C(N)CCCN=C(N)N)C(N)=O,Crofelemer,ADReCS: Bronchitis,36511,ADReCS_only,crofelemer
CC1=C2N=C(C=C3N=C(C(C)=C4[N-]C(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)([O-])OC1C(CO)OC(n6cnc7cc(C)c(C)cc76)C1O)C5CC(N)=O)C(C)(CC(N)=O)C4CCC(N)=O)C(C)(CC(N)=O)C3CCC(N)=O)C(C)(C)C2CCC(N)=O.[C-]#N.[Co+3],Cyanocobalamin,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),5311498,ADReCS_only,cyanocobalamin
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cyclizine,ADReCS: Bronchial disorders (excl neoplasms),6726,ADReCS_only,cyclizine
O=c1ccn(C2OC3COP(=O)(O)OC4C(COP(=O)(O)OC3C2O)OC(n2ccc(=O)[nH]c2=O)C4O)c(=O)[nH]1,Cyclo-upup,ADReCS: Bronchial disorders (excl neoplasms),194491,ADReCS_only,cyclo-upup
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,Cyclobenzaprine,ADReCS: Bronchial disorders (excl neoplasms); Respiratory tract infections,2895,ADReCS_only,cyclobenzaprine
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Cyproheptadine,ADReCS: Bronchial disorders (excl neoplasms),2913,ADReCS_only,cyproheptadine
NCCS,Cysteamine,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),6058,ADReCS_only,cysteamine
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,Cytarabine,ADReCS: Acute respiratory distress syndrome,6253,ADReCS_only,cytarabine
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,Dabigatran etexilate,"ADReCS: Bronchial disorders (excl neoplasms); Respiratory, thoracic and mediastinal disorders",135565674,ADReCS_only,dabigatran etexilate
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,Dacomitinib,ADReCS: Pleural disorders,11511120,ADReCS_only,dacomitinib
CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3OC3OC(C(=O)O)C(O)C(O)C3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(OC2OC(CO)C(O)C(O)C2O)cc(O)cc1C(C(=O)NCCCN(C)C)NC3=O,Dalbavancin,ADReCS: Bronchial disorders (excl neoplasms),16134627,ADReCS_only,dalbavancin
CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,Dapagliflozin,ADReCS: Respiratory tract infections,9887712,ADReCS_only,dapagliflozin
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,Dapsone,ADReCS: Acute respiratory failure,2955,ADReCS_only,dapsone
NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,Darifenacin,ADReCS: Bronchial disorders (excl neoplasms),444031,ADReCS_only,darifenacin
CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,Darunavir,ADReCS: Acute respiratory distress syndrome,213039,ADReCS_only,darunavir
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,Deferasirox,ADReCS: Bronchial disorders (excl neoplasms),214348,ADReCS_only,deferasirox
Cc1c(O)c(=O)ccn1C,Deferiprone,ADReCS: Acute respiratory distress syndrome,2972,ADReCS_only,deferiprone
CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1OP(=O)(O)O,Defibrotide sodium,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),135565962,ADReCS_only,defibrotide
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3C(O)CC12C,Deflazacort,ADReCS: Asthma,189821,ADReCS_only,deflazacort
CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(NC(=O)C2CC(=O)NC(=O)N2)cc1)C(=O)NC(Cc1ccc(NC(N)=O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,Degarelix,ADReCS: Thoracic disorders (excl lung and pleura),16136245,ADReCS_only,degarelix
Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,Delafloxacin,ADReCS: Respiratory disorders NEC,487101,ADReCS_only,delafloxacin
CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,Delamanid,ADReCS: Thoracic disorders (excl lung and pleura),6480466,ADReCS_only,delamanid
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,Delavirdine,ADReCS: Bronchitis,5625,ADReCS_only,delavirdine
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,Demeclocycline,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),54680690,ADReCS_only,demeclocycline
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,Deoxycholic acid,ADReCS: Bronchial disorders (excl neoplasms),222528,ADReCS_only,deoxycholic acid
FC(F)OC(F)C(F)(F)F,Desflurane,ADReCS: Asthma,42113,ADReCS_only,desflurane
